player,date,league_name,team_name,opponent_name,fantasy_points,min,position,goals,assists,shots,shots_on_goal,crosses,fouls_drawn,fouls_committed,tackles_won,interceptions,yellow_cards,red_cards,penalty_kick_miss,clean_sheet,goals_allowed,accurate_passes,shots_assisted,shootout_goals,shootout_misses,game_started,year,month,day,saves,wins,penalty_kick_saved,shootout_saves,points,is_star_of_match
Andrej Kramaric,2020-09-05,UEFA Nations League,Croatia,Portugal,3.4,74,F,0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,3,15.0,0.0,0.0,0.0,1,2020,9,5,0.0,0.0,0.0,0.0,2.0,0
Carl Mikael Lustig,2020-10-14,UEFA Nations League,Sweden,Portugal,3.4,54,D,0,0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0,0,0,2,25.0,1.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,0.0,0
Chris Mepham,2020-10-08,International Friendlies,Wales,England,3.4,90,D,0,0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,3,70.0,0.0,0.0,0.0,1,2020,10,8,0.0,0.0,0.0,0.0,1.0,0
Domagoj Vida,2019-10-10,European Championship Qualifiers,Croatia,Hungary,3.4,90,D,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,45.0,0.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,5.0,0
Frenkie de Jong,2019-06-09,UEFA Nations League,Netherlands,Portugal,3.4,90,M,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,70.0,0.0,0.0,0.0,1,2019,6,9,0.0,0.0,0.0,0.0,2.0,0
Kylian Mbappé,2019-06-08,European Championship Qualifiers,France,Turkey,3.4,90,F,0,0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0,2,25.0,1.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,2.0,0
Martin Hinteregger,2018-11-18,UEFA Nations League,Austria,Northern Ireland,3.4,90,D,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,45.0,0.0,0.0,0.0,1,2018,11,18,0.0,0.0,0.0,0.0,2.0,0
Nico Elvedi,2018-10-15,UEFA Nations League,Switzerland,Iceland,3.4,90,D,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,1,45.0,0.0,0.0,0.0,1,2018,10,15,0.0,0.0,0.0,0.0,2.0,0
Oleksandr Karavaev,2019-10-14,European Championship Qualifiers,Ukraine,Portugal,3.4,90,D,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0,0,0,1,35.0,0.0,0.0,0.0,1,2019,10,14,0.0,0.0,0.0,0.0,2.0,0
Oleksandr Karavaev,2020-10-10,UEFA Nations League,Ukraine,Germany,3.4,90,D,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,2,20.0,0.0,0.0,0.0,1,2020,10,10,0.0,0.0,0.0,0.0,1.0,0
Paul Pogba,2020-11-11,International Friendlies,France,Finland,3.4,57,M,0,0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0,0,0,0,2,45.0,2.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,1.0,0
Aleksey Ionov,2020-10-11,UEFA Nations League,Russia,Turkey,3.38,70,M,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,19.0,0.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,2.0,0
Alessandro Florenzi,2020-10-14,UEFA Nations League,Italy,Netherlands,3.38,18,D,0,0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,14.0,0.0,0.0,0.0,0,2020,10,14,0.0,0.0,0.0,0.0,1.0,0
Milan Skriniar,2018-10-13,UEFA Nations League,Slovakia,Czech Republic,3.38,90,D,0,0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1,0,0,0,2,69.0,0.0,0.0,0.0,1,2018,10,13,0.0,0.0,0.0,0.0,0.0,0
Ondrej Duda,2019-03-24,European Championship Qualifiers,Slovakia,Wales,3.38,65,M,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,1,19.0,0.0,0.0,0.0,1,2019,3,24,0.0,0.0,0.0,0.0,2.0,0
Patrik Hrosovsky,2020-11-15,UEFA Nations League,Slovakia,Scotland,3.38,90,M,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,44.0,0.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,3.0,0
Piotr Zielinski,2020-11-18,UEFA Nations League,Poland,Netherlands,3.38,70,M,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0,0,0,0,24.0,2.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,2.0,0
Piotr Zielinski,2019-09-09,European Championship Qualifiers,Poland,Austria,3.38,90,M,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,19.0,2.0,0.0,0.0,1,2019,9,9,0.0,0.0,0.0,0.0,3.0,0
Rúben Dias,2018-09-06,International Friendlies,Portugal,Croatia,3.38,90,D,0,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,1,44.0,1.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,2.0,0
Ryan Christie,2021-03-28,European World Cup Qualifiers,Scotland,Israel,3.38,45,M,0,0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0,0,0,0,0,9.0,0.0,0.0,0.0,0,2021,3,28,0.0,0.0,0.0,0.0,1.0,0
Andriy Yarmolenko,2020-10-07,International Friendlies,Ukraine,France,3.36,62,M,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,18.0,2.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,2.0,0
Clément Lenglet,2019-10-14,European Championship Qualifiers,France,Turkey,3.36,90,D,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,68.0,0.0,0.0,0.0,1,2019,10,14,0.0,0.0,0.0,0.0,2.0,0
Eljif Elmas,2020-11-12,European Championship Qualifiers,North Macedonia,Georgia,3.36,90,M,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,18.0,0.0,0.0,0.0,1,2020,11,12,0.0,0.0,0.0,0.0,3.0,0
Grzegorz Krychowiak,2019-06-10,European Championship Qualifiers,Poland,Israel,3.36,90,M,0,0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1,0,0,1,0,43.0,0.0,0.0,0.0,1,2019,6,10,0.0,0.0,0.0,0.0,2.0,0
João Cancelo,2020-11-17,UEFA Nations League,Portugal,Croatia,3.36,19,D,0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,13.0,0.0,0.0,0.0,0,2020,11,17,0.0,0.0,0.0,0.0,1.0,0
Joshua Kimmich,2018-09-09,International Friendlies,Germany,Peru,3.36,90,D,0,0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,1,93.0,0.0,0.0,0.0,1,2018,9,9,0.0,0.0,0.0,0.0,2.0,0
Mario Pasalic,2020-10-14,UEFA Nations League,Croatia,France,3.36,45,M,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,18.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,1.0,0
Martin Braithwaite,2020-10-14,UEFA Nations League,Denmark,England,3.36,74,F,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,1,0,18.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,2.0,0
Niko Hämäläinen,2021-03-24,European World Cup Qualifiers,Finland,Bosnia and Herzegovina,3.36,90,D,0,0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1,0,0,0,2,28.0,1.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,0.0,0
Ondrej Kudela,2021-03-30,European World Cup Qualifiers,Czech Republic,Wales,3.36,87,D,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,1,43.0,0.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,2.0,0
Presnel Kimpembe,2018-11-20,International Friendlies,France,Uruguay,3.36,45,D,0,0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0,0,0,0,0,18.0,0.0,0.0,0.0,0,2018,11,20,0.0,0.0,0.0,0.0,1.0,0
Stefan Spirovski,2021-03-28,European World Cup Qualifiers,North Macedonia,Liechtenstein,3.36,90,M,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,93.0,0.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,3.0,0
Adama Traoré,2020-10-10,UEFA Nations League,Spain,Switzerland,3.34,33,M,0,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,0,0,12.0,0.0,0.0,0.0,0,2020,10,10,0.0,0.0,0.0,0.0,1.0,0
André Silva,2021-03-24,European World Cup Qualifiers,Portugal,Azerbaijan,3.34,75,F,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,17.0,1.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,2.0,0
Daley Blind,2020-11-11,International Friendlies,Netherlands,Spain,3.34,84,D,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,1,47.0,0.0,0.0,0.0,0,2020,11,11,0.0,0.0,0.0,0.0,2.0,0
Dedryck Boyata,2019-11-16,European Championship Qualifiers,Belgium,Russia,3.34,90,D,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,67.0,0.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,2.0,0
Denis Vavro,2019-11-16,European Championship Qualifiers,Slovakia,Croatia,3.34,90,D,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,3,42.0,0.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,1.0,0
Dominik Szoboszlai,2019-03-21,European Championship Qualifiers,Hungary,Slovakia,3.34,35,M,0,0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0,0,0,1,7.0,0.0,0.0,0.0,0,2019,3,21,0.0,0.0,0.0,0.0,1.0,0
Dorukhan Tokoz,2019-06-02,International Friendlies,Turkey,Uzbekistan,3.34,83,M,0,0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1,0,0,1,0,67.0,1.0,0.0,0.0,1,2019,6,2,0.0,0.0,0.0,0.0,2.0,0
Emil Forsberg,2021-03-25,European World Cup Qualifiers,Sweden,Georgia,3.34,16,M,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,7.0,1.0,0.0,0.0,0,2021,3,25,0.0,0.0,0.0,0.0,1.0,0
Frenkie de Jong,2018-11-19,UEFA Nations League,Netherlands,Germany,3.34,90,M,0,0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0,0,0,0,2,67.0,0.0,0.0,0.0,1,2018,11,19,0.0,0.0,0.0,0.0,2.0,0
Frenkie de Jong,2019-03-21,European Championship Qualifiers,Netherlands,Belarus,3.34,90,M,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,0,1,0,92.0,1.0,0.0,0.0,1,2019,3,21,0.0,0.0,0.0,0.0,3.0,0
Georgi Dzhikiya,2021-03-24,European World Cup Qualifiers,Russia,Malta,3.34,90,D,0,0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0,0,0,0,1,42.0,0.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,2.0,0
Jan Bednarek,2019-10-13,European Championship Qualifiers,Poland,North Macedonia,3.34,90,D,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,67.0,1.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,5.0,0
Luuk de Jong,2020-11-15,UEFA Nations League,Netherlands,Bosnia and Herzegovina,3.34,90,F,0,0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,17.0,0.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,2.0,0
Pyry Soiri,2018-10-12,UEFA Nations League,Finland,Estonia,3.34,61,M,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,1,0,17.0,0.0,0.0,0.0,1,2018,10,12,0.0,0.0,0.0,0.0,3.0,0
Rasmus Schüller,2018-09-11,UEFA Nations League,Finland,Estonia,3.34,90,M,0,0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0,0,0,1,0,42.0,0.0,0.0,0.0,1,2018,9,11,0.0,0.0,0.0,0.0,3.0,0
Toby Alderweireld,2020-11-15,UEFA Nations League,Belgium,England,3.34,90,D,0,0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1,0,0,1,0,42.0,0.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,5.0,0
Youri Tielemans,2019-11-19,European Championship Qualifiers,Belgium,Cyprus,3.34,90,M,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0,1,92.0,0.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,2.0,0
Andreas Christensen,2020-11-15,UEFA Nations League,Denmark,Iceland,3.32,90,D,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,1,81.0,1.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,2.0,0
Clément Lenglet,2019-09-07,European Championship Qualifiers,France,Albania,3.32,90,D,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,116.0,0.0,0.0,0.0,1,2019,9,7,0.0,0.0,0.0,0.0,2.0,0
Fedor Kudryashov,2020-10-14,UEFA Nations League,Russia,Hungary,3.32,90,D,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,1,0,41.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,5.0,0
Gianluca Mancini,2019-06-11,European Championship Qualifiers,Italy,Bosnia and Herzegovina,3.32,66,D,0,0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0,0,0,0,1,41.0,0.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,2.0,0
Granit Xhaka,2019-06-05,UEFA Nations League,Switzerland,Portugal,3.32,90,M,0,0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1,0,0,0,3,81.0,2.0,0.0,0.0,1,2019,6,5,0.0,0.0,0.0,0.0,1.0,0
Leroy Sané,2020-09-06,UEFA Nations League,Germany,Switzerland,3.32,45,M,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,16.0,0.0,0.0,0.0,1,2020,9,6,0.0,0.0,0.0,0.0,1.0,0
Rúben Dias,2018-09-10,UEFA Nations League,Portugal,Italy,3.32,90,D,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,1,0,41.0,0.0,0.0,0.0,1,2018,9,10,0.0,0.0,0.0,0.0,6.0,1
Tomas Soucek,2020-10-11,UEFA Nations League,Czech Republic,Israel,3.32,90,M,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,41.0,0.0,0.0,0.0,1,2020,10,11,0.0,0.0,0.0,0.0,2.0,0
Visar Musliu,2019-03-21,European Championship Qualifiers,North Macedonia,Latvia,3.32,90,D,0,0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0,0,0,0,1,41.0,0.0,0.0,0.0,1,2019,3,21,0.0,0.0,0.0,0.0,2.0,0
Pepe,2019-10-14,European Championship Qualifiers,Portugal,Ukraine,3.3,90,D,0,0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1,0,0,0,2,55.0,1.0,0.0,0.0,1,2019,10,14,0.0,0.0,0.0,0.0,0.0,0
Ákos Kecskés,2020-11-15,UEFA Nations League,Hungary,Serbia,3.3,90,D,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0,0,0,1,40.0,0.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,2.0,0
Andreas Ulmer,2018-11-18,UEFA Nations League,Austria,Northern Ireland,3.3,90,D,0,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0,0,0,0,1,30.0,0.0,0.0,0.0,1,2018,11,18,0.0,0.0,0.0,0.0,2.0,0
Arkadiusz Milik,2021-03-28,European World Cup Qualifiers,Poland,Andorra,3.3,60,F,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15.0,1.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,2.0,0
Boban Nikolov,2019-06-07,European Championship Qualifiers,North Macedonia,Poland,3.3,62,M,0,0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,0,0,0,1,15.0,0.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,2.0,0
Daler Kuzyaev,2018-11-20,UEFA Nations League,Russia,Sweden,3.3,90,M,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,2,30.0,1.0,0.0,0.0,1,2018,11,20,0.0,0.0,0.0,0.0,2.0,0
Illia Zabarnyi,2021-03-28,European World Cup Qualifiers,Ukraine,Finland,3.3,90,D,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,65.0,0.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,2.0,0
Joe Rodon,2019-10-10,European Championship Qualifiers,Wales,Slovakia,3.3,90,D,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,1,15.0,0.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,2.0,0
Jordan Henderson,2019-10-11,European Championship Qualifiers,England,Czech Republic,3.3,90,M,0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,2,40.0,0.0,0.0,0.0,1,2019,10,11,0.0,0.0,0.0,0.0,1.0,0
Marcus Danielson,2020-11-11,International Friendlies,Sweden,Denmark,3.3,90,D,0,0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0,0,0,0,2,40.0,0.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,1.0,0
Marek Hamsik,2020-11-12,European Championship Qualifiers,Slovakia,Northern Ireland,3.3,105,M,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,65.0,0.0,0.0,0.0,1,2020,11,12,0.0,0.0,0.0,0.0,2.0,0
Przemyslaw Frankowski,2019-06-07,European Championship Qualifiers,Poland,North Macedonia,3.3,45,M,0,0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0,0,0,0,0,10.0,0.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,1.0,0
Sebastian Larsson,2018-09-10,UEFA Nations League,Sweden,Turkey,3.3,90,M,0,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0,0,0,0,3,30.0,0.0,0.0,0.0,1,2018,9,10,0.0,0.0,0.0,0.0,2.0,0
Ben Chilwell,2018-10-15,UEFA Nations League,England,Spain,3.28,90,D,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,2,14.0,0.0,0.0,0.0,1,2018,10,15,0.0,0.0,0.0,0.0,1.0,0
Daley Blind,2019-03-24,European Championship Qualifiers,Netherlands,Germany,3.28,90,D,0,0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1,0,0,0,3,69.0,0.0,0.0,0.0,1,2019,3,24,0.0,0.0,0.0,0.0,0.0,0
Danilo Pereira,2020-10-14,UEFA Nations League,Portugal,Sweden,3.28,90,M,0,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0,0,0,1,0,39.0,0.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,3.0,0
Darko Velkovski,2020-09-05,UEFA Nations League,North Macedonia,Armenia,3.28,90,D,0,0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,0,0,1,39.0,0.0,0.0,0.0,1,2020,9,5,0.0,0.0,0.0,0.0,2.0,0
Dedryck Boyata,2018-10-16,International Friendlies,Belgium,Netherlands,3.28,90,D,0,0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1,0,0,0,1,64.0,1.0,0.0,0.0,1,2018,10,16,0.0,0.0,0.0,0.0,1.0,0
Dennis Praet,2020-11-11,International Friendlies,Belgium,Switzerland,3.28,90,M,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,1,29.0,1.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,2.0,0
Emre Can,2020-09-06,UEFA Nations League,Germany,Switzerland,3.28,12,M,0,0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0,0,0,0,0,4.0,1.0,0.0,0.0,0,2020,9,6,0.0,0.0,0.0,0.0,1.0,0
Juraj Kucka,2021-03-27,European World Cup Qualifiers,Slovakia,Malta,3.28,45,M,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,2,14.0,0.0,0.0,0.0,1,2021,3,27,0.0,0.0,0.0,0.0,1.0,0
Marcel Halstenberg,2019-10-09,International Friendlies,Germany,Argentina,3.28,90,D,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,2,29.0,0.0,0.0,0.0,1,2019,10,9,0.0,0.0,0.0,0.0,1.0,0
Matthijs de Ligt,2019-10-13,European Championship Qualifiers,Netherlands,Belarus,3.28,90,D,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,64.0,0.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,2.0,0
Sergey Krivtsov,2018-09-06,UEFA Nations League,Ukraine,Czech Republic,3.28,90,D,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,64.0,0.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,2.0,0
Bartosz Bereszynski,2018-11-20,UEFA Nations League,Poland,Portugal,3.26,90,D,0,0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0,0,0,0,1,38.0,0.0,0.0,0.0,1,2018,11,20,0.0,0.0,0.0,0.0,2.0,0
Carl Mikael Lustig,2020-11-17,UEFA Nations League,Sweden,France,3.26,66,D,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,3,38.0,0.0,0.0,0.0,1,2020,11,17,0.0,0.0,0.0,0.0,1.0,0
Duje Caleta-Car,2019-11-16,European Championship Qualifiers,Croatia,Slovakia,3.26,90,D,0,0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1,0,0,0,1,63.0,0.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,1.0,0
Leonardo Bonucci,2018-09-07,UEFA Nations League,Italy,Poland,3.26,90,D,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,53.0,0.0,0.0,0.0,1,2018,9,7,0.0,0.0,0.0,0.0,2.0,0
Marten de Roon,2021-03-24,European World Cup Qualifiers,Netherlands,Turkey,3.26,62,M,0,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,3,38.0,0.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,2.0,0
Mislav Orsic,2021-03-27,European World Cup Qualifiers,Croatia,Cyprus,3.26,24,M,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,13.0,0.0,0.0,0.0,0,2021,3,27,0.0,0.0,0.0,0.0,1.0,0
Mykola Matvienko,2020-11-14,UEFA Nations League,Ukraine,Germany,3.26,90,D,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0,0,0,0,3,63.0,0.0,0.0,0.0,1,2020,11,14,0.0,0.0,0.0,0.0,1.0,0
Stanislav Lobotka,2018-10-13,UEFA Nations League,Slovakia,Czech Republic,3.26,90,M,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2,63.0,0.0,0.0,0.0,1,2018,10,13,0.0,0.0,0.0,0.0,2.0,0
Tomas Soucek,2020-11-15,UEFA Nations League,Czech Republic,Israel,3.26,90,M,0,0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,1,0,38.0,1.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,3.0,0
Vyacheslav Karavaev,2021-03-27,European World Cup Qualifiers,Russia,Slovenia,3.26,22,D,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,2021,3,27,0.0,0.0,0.0,0.0,1.0,0
Álvaro Morata,2018-11-18,International Friendlies,Spain,Bosnia and Herzegovina,3.24,64,F,0,0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,12.0,1.0,0.0,0.0,1,2018,11,18,0.0,0.0,0.0,0.0,1.0,0
Çaglar Söyüncü,2019-10-14,European Championship Qualifiers,Turkey,France,3.24,90,D,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,37.0,0.0,0.0,0.0,1,2019,10,14,0.0,0.0,0.0,0.0,2.0,0
Declan Gallagher,2020-11-18,UEFA Nations League,Scotland,Israel,3.24,73,D,0,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,37.0,0.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,2.0,1
Granit Xhaka,2018-11-18,UEFA Nations League,Switzerland,Belgium,3.24,90,M,0,0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1,0,0,0,2,62.0,0.0,0.0,0.0,1,2018,11,18,0.0,0.0,0.0,0.0,1.0,0
Josip Brekalo,2019-03-24,European Championship Qualifiers,Croatia,Hungary,3.24,23,F,0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,1,7.0,0.0,0.0,0.0,0,2019,3,24,0.0,0.0,0.0,0.0,1.0,0
Kire Ristevski,2020-09-05,UEFA Nations League,North Macedonia,Armenia,3.24,71,D,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,0,37.0,0.0,0.0,0.0,1,2020,9,5,0.0,0.0,0.0,0.0,2.0,0
Kyle Walker,2020-11-18,UEFA Nations League,England,Iceland,3.24,64,D,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,77.0,0.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,5.0,0
Michael Gregoritsch,2018-09-06,International Friendlies,Austria,Sweden,3.24,31,F,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,12.0,1.0,0.0,0.0,0,2018,9,6,0.0,0.0,0.0,0.0,1.0,0
Nacer Chadli,2020-11-18,UEFA Nations League,Belgium,Denmark,3.24,90,M,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,37.0,1.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,2.0,0
Robert Bozenik,2020-10-14,UEFA Nations League,Slovakia,Israel,3.24,71,F,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,12.0,1.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,2.0,0
Robert Lewandowski,2020-11-15,UEFA Nations League,Poland,Italy,3.24,90,F,0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,2,12.0,0.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,2.0,0
